label	text_a
1	不错的酒店,服务还可以,下次还会入住的~
0	我购买了31岁小美女的养颜经这本书,阅读时发现书的后半部分大概有几十页有用笔勾画的痕迹,让人看着很不舒服,怎么解决呢?
1	免费升级到行政房，每次去都住这里。 设备、空间在香港来说是一流的
0	感觉一般，就是各方面都一般，在三门峡这种地方住住还是可以的
0	这个酒店实在太差了,一进房就看到蟑螂.设施也差,电视不知道是什么时候的?按床头那些键,谁知道一按下去就整凹下去了.走道上的墙都已经潮了,连前台的布景也是破烂,是时候装修啦.
0	本次预定有两点不满意 1、由于航班原因我在21日凌晨2点到达酒店，可酒店仍然收取20日房费。 2、酒店房间格局极差。网上预定时，不能了解房型。建议增加。 3、房间设施陈旧。最可恨的是房间竟然有蟑螂。与服务人员理论时告知：已经是优惠价（言外之意，有蟑螂我也得忍了！没天理！ 望携程认真核实！
0	这本书其他地方都很好。就是装订有错误！好在这本书是交大印刷厂印的，我就又去换了一本。i希望厂家以后给其他人发货时注意一下！
0	稍有些厚重，随机驱动盘里缺少相应无线网卡驱动，要到网上下，驱动整体提供的很乱，装系统稍麻烦了些。
1	《穆斯林的葬礼》我已闻名很久，只是一直没有机会去好好的拜读一下，也许是因为我这个大俗人有太多俗事要忙吧...这次购买此书是为了喜欢的女孩，她也是对这书仰慕已久，我曾想法帮她找到一本，可叹那盗版书不仅错字连篇而且还少了几十页没有结束，然后我索性在当当上买了这本，标准的正版书，价钱也超级便宜，我和她都很欣喜，抽空我一定会好好拜读此书，顶《穆斯林的葬礼》，顶当当网！
1	定的商务大床房，房间偏小了，不过经济性酒店也就这样；环境一般，周围感觉蛮乱的，不过旁边有个易初莲花超市，买东西很方便；服务相对另2个经济型酒店算最好
1	6本书最喜欢《我能打败怪兽》，3岁11个月了，我在网上下载了《不一样的卡梅拉》MP3。放给她听了几遍，今天早上我听她一个人在那里喃喃自语，我仔细一听，“饥荒，鸡舍里正在闹饥荒……”，天~她居然差不多能把整本书都复述下来，她还一个字都不认识呢~我说明天换一本吧，《我想看大海》也不错，可人家不乐意啊~我很不明白，为什么这么喜欢这本书，对了，我家是个妞，很臭美的小妞~
1	酒店位置比较好,设施比较新,房间比较宽敞，服务尚可。
1	回来2天了，很忙，没来得及评价，今天周末得闲谈谈入住海景酒店的感触。 我是7.25---7.30入住海景的，因为是家里人度假，加之孩子比较小（5岁），所以在决定去青岛度假时上网查了青岛酒店的情况，原来定的是栈桥王子酒店，后来又看到大家对海景的评价，感觉很惊讶，可以说是没有任何负面评价，大家一致说这个酒店极好，于是取消了栈桥王子改定海景，想看看到底海景靠什么取得大家的一致好评的！下面我就从海景的第一个电话谈起： 我订的是7.25下午6点的飞机，到青岛大约7点左右，订酒店时在备注里写了需要酒店接机，在23日就接到酒店的电话，一个甜美的女孩和我联系了具体的接机时间还给我留了接机人员的联系电话，心里感到很舒服，25日下飞机后就看到有人举着写有我名字的牌子站在候机厅出口等着我们，一个帅气的小伙子非常礼貌的问好并极其自然的将我手中的行李接了过去，上了酒店的接送车后司机师傅马上递上了凉凉的毛巾和矿泉水，想的真是周到！一路欣赏青岛的夜景，大概行驶了40分钟左右抵达酒店，车还没停就看到大堂门口站着一位身穿西装的小伙子在等着，后来知道这个小伙子是专门接待我们的，下车后马上就有行李员把我们的行李装上推车，我按照惯例准备到大堂登记，结果小伙子直接把我们引导到房间了，所有的登记工作都由他帮我们完成，真的感到很舒服，第一印象非常好。 房间很舒适，我订的是行政房2712，各项设施很齐全，房间里播放着舒缓的背景音乐，看得出酒店很用心，不一会就有服务员送来了橙汁和毛巾，还赠送了一对小玩偶，孩子很喜欢，后来发现原来每天都赠送玩偶和水果还有小点心，结果把宝宝高兴的不得了，回家时光是玩偶就装了一口袋。 服务方面更是没得说，房间服务非常及时和细心，在餐厅吃饭时服务员特地给宝宝拿来儿童专用的可爱的卡通餐具，有一天宝宝有点发烧，酒店很快就派了医生上来，给开了药，晚饭考虑到怕宝宝受不了空调，就叫了送餐服务，结果晚饭送来后发现酒店给加了一大碗银耳粥、一大盘薯条还有一碗姜汤，宝宝吃得兴高采烈，病马上好了一半，第二天服务员看到我们还问候宝宝的病情呢，让人感觉很温暖。有一天晚饭时我因为吸烟过多有轻微咳嗽，不一会服务员就端上一碗银耳粥给我，告诉我可以减轻咳嗽，还有，最后一天吃早饭时，宝宝因为头天傍晚和妈妈去海边找小螃蟹时腿上被蚊子咬了一个小包包，我们自己都没在意，可是服务员看到宝宝抓痒后主动送来了消毒的碘敷和风油精还帮宝宝擦药，令我们做父母的汗颜。 5天的假期很快就要结束了，我问宝宝，回家好不好？宝宝说：不想回家，还想在酒店住下去。童言无忌、童言无欺！在海景的五天我很感动，海景的员工真正的体现出海景的企业文化，如果说海景的硬件是5星级，那么海景的服务绝对是7星级。海景是青岛的骄傲，也是我们中国的骄傲！
1	外观漂亮，键盘很可爱，16：9的屏看电影很爽，新机还是比较静音的，这个价钱买这么个机器还是很不错的。电池续航能力不错。
1	服务不错啦，不过房间特别是北向房间洗手间反味，建议改进
1	1、非常轻，电源也小，平时是放在大包里背来背去的，这下负重减轻多了，爽~原来用的是戴尔的12.1寸，跟小黑比起来就重的多， 2、噪音低，运转基本没什么声音 3、散热好，连续长时间使用温度也不高
0	我为朋友通过携程预订了该酒店。朋友入住时，宾馆里空房很多。但我的朋友居然被安排在空调漏水，墙面长期潮湿而发霉的房间。太不象话。经与宾馆人员交涉换了另外的房间。比第一间房好一些。
1	能够了解经义的人，就好像喝了牛奶。可以调伏身心的人，就好像吃了乳酪。与法教能相应的人，就好像品味生酥。有了大乘智慧的人，就好像尝到熟酥。总持一切法门的人，就仿佛品到醍醐之味。牛奶的醇香，乳酪的香甜，想起两样好吃的东西，就会流。。。。。，原来佛学中有些也是来源于真实的生活，修心养性，不错，一举两得。
1	这本书我又反复的读了几遍，作者的语句虽然没有别人太好，但是写童年就是一件很宝贵的记录，因此童年的趣事不管你写的怎么样，只要能读得懂，就是一本很精美的文章，让你百读不厌！我现在准备要到青年了，我打算也要把我的童年趣事向作者一样写得有声有色！
0	服务太不好了，晚上房间的蚊子太多了，人性的关怀不好
1	外观很漂亮，里面的系统界面也很漂亮，甚至连包装盒子都很漂亮，让女生爱死了，呵呵，真的很强大
1	看了网友的点评才去的，确实不错。 环境不错，紧靠大海，宾馆游泳池也不错，服务更不错，很象海南，泰国等地的服务，都是微笑服务，住宿也不需要押金，CHECK IN/OUT都很快； 就是住的迎宾楼的房子，没有大堂；另外淋浴房设计好像有问题，站着冲的话水会从里面流出来，弄地满地都是。。。
0	实在是太失望了，本来希望能够增加词汇量可是打开看后字太小，内容太乱并不适合我这种初级水平，还有零基础入门版的书吗？要是可以换其他书也行！
1	房间整体感觉除了装修不够新潮外，其他还是可以的。我住的是大床房，如果房间浴室能做成玻璃的感觉应该会更好。酒店地理位置是绝佳的，我们从广州坐车到长安，下车后过个马路就是长安酒店了，超方便。酒店周围饮食店、百佳超市都有。特别推荐大家去尝一尝明红川菜，十一年前我在长安生活时就有明红川菜馆，十一年后去竟然还在！而且味道依然是那么好，菜式做得比以前也精致多了，呵呵…… 携程需要改善的地方是应该努力跟酒店洽谈，每个房间都应送双份早餐，一份早餐造成客人诸多不便。说实话，两人入住酒店，早餐不去吃又觉得浪费，去吃吧，另一份早餐要额外掏五十多块，倒不是说价格贵，而是觉得早餐质量不值那钱，呵呵……
1	价格好，机器做工好，能用这个价位买到小黑，太值了，其他品牌更本不考虑
1	我是上个周末的下午五点钟支付购买的，当时的价格还是4699，到晚上一看已经变成4999了，应该是京东周末做活动吧，让我节省了300块。
1	每次去江门都是住这个酒店，交通比较方便，房间有点旧
1	地理位置优越，服务员态度也相当不错。值得推荐。
1	原来，学习是很开心的事情。当时买这套书，就是为了让儿子明白，学习不是累赘，不是父母老师的强迫，学习也可以很开心很快乐，学习的过程就是玩耍就是享受就是与父母老师互动的快乐时光。还好，儿子学的很快乐，当然，是在他学了几天后，我才告诉他这就是学习，儿子很高兴的对我说，妈妈，原来学习这么好玩啊，我喜欢学习。是啊，难怪教育学家告诉我们，孩子最重要的是引导。
0	买给妹妹的 因为不在一起 不知道倒是是哪个芯片组的 要是GM45的就好了。。
1	房间比较干净，但是窗户打不开，空气不太好。 早餐很好。 总体不错。
1	服务很好，尤其是宾馆的客户经理，服务尤其的好，为客人想的很周全，在此点名表扬不太好，房间也不错，下次去还住这里。
0	这是我看过文字写得很糟糕的书，因为买了，还是耐着性子看完了，但是总体来说不好，文字、内容、结构都不好
1	终于，萌发了要买哥们儿实体书的念头，当然首选就是四面墙了，结果缺货，只好退而求其次，买了背叛和外遇。外遇还没看，不敢瞎说。
0	这本书把职场的各种规则用写一个人物的写作方式给体现得淋漓尽致。难怪他是目前最热销的图书之一。值得一看。
1	酒店位置不错，位于泉州市中心。酒店硬件还行，比较新，另外工作人员的服务态度也不错。不过唯一不好的就是早餐的品种太少，而且质量一般。
0	有些大男子主义，看起来，心里很不舒服，人应该是独立的，为了维持婚姻关系，而总是以对方为中心的生活，早晚会迷失了自我。
1	但书大骂中国姑娘下贱的态度不好。更应该表现出对同胞姐妹的关爱而不是痛骂。
1	这家是我在太原住的性价比比较好的酒店,但是上次入住找服务员单独要了一床被子,气味极其不好,与酒店不相称,而且没有早餐,建议携程考虑和酒店协调一下.
0	内容太简单了，重复太多儿子一岁五个月，明显对这个不敢兴趣。更喜欢汤姆系列。
1	去柳州还算不错的选择。周围挺热闹的，书店，步行街...服务很好，房间也还可以。就是卫生间太小了，还有早餐太一般了。反正去柳州算是个OK。 宾馆反馈 2008年7月31日 ： 您的意见我们已向西餐厅做了反馈，自助早餐的品种已做了调整，相信能让您满意。柳州宾馆地处柳州市的商业中心，吃，住，行，游，购，娱十分便利，是您来柳州出差，旅游的首选之所！！
0	样式方面其实不太满意，不好看。另外一直没注意这个本本不是全键盘。显卡性能不如想像的好。 键盘好像不太平，按下去的时候觉得整个键盘板都在动。做工方面也不太精，好多地方都有缝隙，和我的HP比做工确实差些。
0	屏幕垃圾的要死！太亮刺眼睛！对眼睛伤害极大！！！看久眼睛就疼！不晓得大家的本本怎么样！反正色彩是我采购的10多台笔记本里面最垃圾的一个！调了显卡设置也没用！颜色偏差很大！如果用来工作！肯定不行！
1	1、机器小巧，份量相当于一本教材书，使用起来方便； 2、开机即自动安装XP，无需装任何硬件的驱动； 3、电池续航在5个多小时，上网速度很快，这可能与网络相关； 4、附有白色的内包，皮革质，要求不高的话能将就着用； 5、附有恢复光盘； 6、连续开机7小时，机器一点都不烫
1	这次入住发现在服务上下了工夫.比如在走道上,洗手间放了报纸.餐厅早餐自助餐服务,电梯服务都很周到.其实宾馆服务硬件不一定要很豪华,但要真心对待客人.希望坚持.
1	尽管是匆匆地看过，还是颇有印象，朋友看过也说有价值，特地也买到手连，对付散慢成性的小孩子。买一个厨房计时器，真是管用，孩子至少能意识到，做事有个被动的时间观念，如果有朝一日有了主动的时间观念并有了选择时间的智慧（难呐，许多大人们也做不好！），那就彻底摆脱拖沓了。有类似困惑的家长们，可以接受一下启发。
0	屏幕再大一点就好了，电池只能用6个小时，没有传说中那么夸张，充电时间太长，机子太重，用完底部很烫，170G才分两个区，速度只能满足一般需要。
0	买这本书是因为看了网上铺天盖地的五星评论，收到一看，大失所望，这充其量就是一个职场油子没事的一种职场日记，评论家说介绍了若干种人力资源方法还有工作技巧，我真的想建议一下那些评论家，您该进修了~
0	同学推荐的，说很好，可能期望值太高，看了以后很是失望。外国人写的东西拿到中国来意义好像不是很大。
1	敬仰苏东坡，喜欢林语堂，因而毫不犹豫地买了这本书。此书别于其他类的人物传记，平实叙述穿插不少闲趣逸事，读来令人大有从头到尾一睹为快的畅意。想来妙笔生花的林语堂单单挑苏东坡写传，或许缘于两人相似的乐观博学精神。东坡诗词书画样样精通，仕途坎坷却一生为民请命，屡遭贬谪但广游乐活。语堂先生语言运筹帷幄，散文小说无不堪称精品，虽多年在外奔波，但乐在其中。一书以察两人，品人胜于观文。
0	很普通的一间酒店，应该说不值这个价格。酒店老，房间小，早餐差。 周围正在修路，乱得一塌糊涂。想找个好一点儿的饭店，很难！在酒店吃了一顿饭，居然连正规的餐牌都没有，蹊跷！ 不过服务还是不错的，这也是唯一值得称道的地方！
0	实话实说这是我在当当买的最差的一本书，我以为讲理论的，没想到作者没完没了的讲自己跟几个人的一点恩怨，感觉就像鲁迅笔下的祥林嫂一样，啰嗦得让人厌烦，作者还说自己是大老板，我看要打个大大的疑问号，大老板需要这样炒作这本书？需要费尽心思弄这几个稿费？！
0	不知道是书不好，还是给予了太多的希望。从头看到尾，两个感觉，1.纸的质量真的是非常非常非常的好，以至于翻了一页总是习惯性的再翻回来以确定是不是多翻了。2.这是一本给读者洗脑的书，如果你在看书之前不想被洗脑又没有自己坚定的价值观，那么你看完这本书，它就会成为改变你人生一个小东西。不过好在是翻译的，言语之间不是特殊的紧密留给人喘息的空间
0	以为曾经是排行榜第一的书一定不错,结果,拿到书后,非常失望,印刷一般,纸张也一般,内容......提起内容,只能是消遣一下的书,有些理论是十分错误的.这本书迎合了大众的心里.但是,作者这种不负责任的态度,让人太失望了!不建议大家买这本书!!非常失望!白花20来块钱!
1	环境不错，8月18号入住，8月16号安装好了电梯，预约人员对此信息不了解，这几月出行最好的酒店了，价格偏高。
1	还不错，来北京的首选．就是餐厅太贵．．．．．．
1	绝对的太医医学，这是一本难得的医学书籍，值得我们老百姓认真去阅读，因为这本书的内容是真实的例子，绝对真实。如果你的亲人也是患有类是的恶疾，请对号入座的认真实践。那样会对你的亲人有最大的帮助。那些还再诽谤攻击刘弘章老师的太医医学的人，是别有用心的。我衷心希望我们中国老百姓真正过上幸福快乐的生活，不过，这得要认真阅读太医医学啊。
0	内存偏小！还得自己加！预装VISTA 系统运行的速度有点慢了!读光盘的时候,声音很大!要是送个包就好了!
1	作者真有英国人严谨的风格，提出观点、进行论述论证，尽管本人对物理学了解不深，但是仍然能感受到真理的火花。整本书的结构颇有特点，从当时（本书写于八十年代）流行的计算机话题引入，再用数学、物理学、宇宙学做必要的铺垫——这些内容占据了大部分篇幅，最后回到关键问题：电脑能不能代替人脑。和现在流行的观点相反，作者认为人的某种“洞察”是不能被算法模拟的。也许作者想说，人的灵魂是无可取代的。
1	屏幕是完美屏，但色彩稍差。价格便宜，机器速度还可以 ，送货速度快。
1	携程这次不错，订的行政房给我免费升级到了8号楼的山景房。 对于酒店，总结一下： 超5星的环境 4星的房间 3星的设施和服务 酒店分栋依山而建，酒店里有专门的散步路线图，要把整个酒店的山景从容走完至少1小时，期间山水桥路，鸟叫虫鸣，空气清新，心旷神怡！ 8号楼是酒店最好的一栋楼了（价格最贵），进入房间，房间宽大，落地窗外就是山景翠色。但其大床一看就知不会很舒服，床很低，床垫质量不好，床上用品虽然干净但明显成色已经旧了灰扑扑的颜色，摸上去硬邦邦的，家具电器以及卫生间用品都很一般。 68一位早餐品种还是比较丰富，吃饱没问题，精致美味就谈不上了。 各处的服务员态度还是很好但服务意识和服务质量应提高，酒店有宽阔的停车场，不过无论住店客人均收费。 宾馆反馈 2008年7月10日 ： 您好!感谢您对红珠山宾馆提出的宝贵意见,我宾馆现已经将布草全部更换,您的意见我们已经交给相关部门进行处理,我们诚恳地期待您的下次光临!
1	各方面不错，速度外观可以接受，我加了2G三星内存，原装的1G也是三星的。。
0	开学前，给我侄女（满五岁了，可以看一些书了）买了一套，现在过寒假了，我问她书好看不，她说：“字太少了，看不懂，不好看”。看她那不屑一顾的样子，我知道不该盲目相信网上的销量排行榜。
0	说是4星的，居然没有设置无烟房，实在是无语。 宾馆反馈 2008年4月28日 ： 尊敬的宾客，非常感谢您入住七星商务酒店！本酒店10楼为无烟楼层客房，楼层及客房均设有明显无烟楼层标志。我们诚挚地期待您下次光临我们酒店，我们将尽量满足您的订房需求。
0	屏幕黑边太宽。v版windows面目全非，极其不习惯，目前没有发现其他什么问题，续航时间3小时9分钟，比说明上少点。
0	完全没有我想象中的好。也许这本书更适合2岁以下幼儿。超大超重超精装的一本书。没什么实质内容，就几页纸，还挺贵。这样的书不值得一看再看，做个简包装，卖个便宜的价格就好了。
0	网上看以为很火，其实内容很一般，文笔也不怎么样，和好几个同事交流，大家都觉得搞不懂在写什么，乱七八糟的。。。。。
0	看了当当的推荐和网评，于是下决心买来看看，看过后发现并没有想象中的那么有趣，有时还觉得很幼稚，不知道我他真的不令我满意还是我不懂韩国式的幽默！
1	配置较高，没什么噪声，运行时很安静，散热好，DVD刻录，加装上一条1G内存，速度很不错
0	包装精美，内容华而不实，韩式幽默实在不怎么样！说不好听，根本就是狗屁不通！
1	看到后来，儿童多动症的一节，觉得真是疯狂。好象看到过尹建莉的某首诗，不知道是否记错？所以看过简介后买了这本书。确实不错，向妈妈们推荐。
1	早餐非常不错。 房间条件还好，就是电视太小。 周围非常方便。 赶上八点半结账，等了超过十分钟。
0	儿子2岁多，对这本书对他来说有些难。我觉得更适合4-5岁的小朋友吧。总的来说画面有些“乱”，连大人看起来都有些费劲。这本书更像一本图谱，例如，书中会介绍各种各样的车，名称、款式齐全，但故事性不强，读起来有些无趣。
0	4星？服务很差，房间的钥匙需要相当的技巧才能把门打开，而没人主动提，叫了服务员来开，开了就走。再次出门，再叫人来开，请教了服务人员才把方法告诉你。还有早餐不如2星的宾馆！还有总台预授了房钱，第二天却刷不出，搞了二十分钟，没经过我的同意，又刷走了房钱，预授继续冻结，很差！！！
0	这书没啥意思啊，整一弱智看的小人书，当当的送货速度太慢啦一个月才收到，服务态度有极差，发邮件过去，回都不回后悔啦```还有那个什么购物券好像也没用！
1	我是7-10号入住的豪华海景大床房，通过携程预定之前，曾给蓝天宾馆打过电话，当时是告知我没房了，我还比较郁闷。但是就抱着试试看的想法，在携程提交了一个订单，没想到居然给我发短信确认了！当时我还很是惊讶，因为我是带着宝宝去的，怕有误。后来到达威海后打电话给总台确认一下，告诉我预定没问题。这才放心下来。 不愧是携程网友评价最高的酒店。服务比较好，还提前为我们准备好了婴儿床，整体服务员的待人接物都很礼貌热情。海景被前面的启明假日酒店破坏了一些，但还是不错的，躺在床上就可以看到海。早餐也不错，很丰富，有中式、西式、南朝鲜式，日式的。我个人喜欢西式的早餐，樱桃巧克力奶油布丁和蛋挞都不错，蛋挞还是冰过的，LP喝粥的时候小声跟我随便说了一句忘再拿个勺子了，服务员听到就给拿来，还主动为我的宝宝准备婴儿椅。我都想把早餐当午餐来吃了，哈哈。 以后如果去威海度假，还住这里！ 提个小建议：晚报可以每天送一份，那东西不过块八毛的，我在广州住过酒店每天都给送羊城晚报。水果也可以每天送两个，一般出来玩一天回来的客人吃个桃子或小柿子还是很高兴的，成本也不过一两块，呵呵。 补充点评 2008年7月11日 ： 忘记说了，第一天住在那里浴缸的下水阀似乎不严实，漏水比较快，导致我放的大半缸水漏下去不少，洗澡就只能边放水边泡澡，这就哗哗响而且不环保浪费水。第二天早上出去的时候跟服务员说了，晚上回来发现应该是处理过了，不漏了。服务还是比较上心的。但是后来，还是有些小漏，呵呵。 宾馆反馈 2008年7月11日 ： 尊敬的宾客，您好，感谢您的留言！您提出的需求,我们将尽力满足，欢迎你提出宝贵的建议，也希望在您下次入住的时候为为您提供更优质的服务。
1	京东送货的速度还是挺快的。头天晚上下的订单，第二天中午就到货了。
0	分区确实有点畸形。联想能不能做个调查啊，用户希望预先作好分区，当然不是这样变态的分区
1	相当不错的一本书！！不同于那些食谱，这本书是很系统地讲解川菜，一个类别一个类别地讲，从佐料开始讲，很详细而实用，而且一点也不枯燥，感觉就像和一个大厨对话一样，生动而且受益匪浅。全书没有一幅图片，却照样看得来口水直流。我妈照着上面所说做了一次瓦块鱼给我吃，手艺和以前比较就像两个人做出来的，味道不摆了～～～强烈推荐！！非常值得收藏。
1	这个酒店的房间有点旧啦,估计开了有好几年了,房门要两个人里外合力才能打开.周围环境不怎么样,建议以后还是住海边那片的房比较好.服务态度还行,餐点就实在不怎么样了.以后不为了省钱还是别住那儿了
1	机器小巧轻便，感觉很皮实，经常出差就能感受轻便的感觉太爽了，无线上网用起来的感觉真的太棒了，在家可以用免费上网，信号还不错，正考虑是否取消宽带
1	这个价格这种房间环境很不错，感觉很干净^_^ 兴旺楼给我个人感觉很雅...下次来，肯定还定这里。。。
1	做工相当好，手感出众。用外置光驱装XP相当方便，买一键GOST就行了。
0	设施陈旧，饭店各区域之间的交通混乱，早餐品种少、品质差，优胜之处是周边的交通方便。
1	稻盛和夫认为他的成功并不是他个人的成功，而是造物主给与他这个机会，因为从善而开启心智的智慧，因为从善而得到宇宙的力量。试想，我们常常把眼前的成功都当成自己能力而沾沾自喜，狂妄自大，而忽略或否认了其他的力量。用外在的成功来证明自己，其实是内心缺乏力量，恰恰说明缺乏自信。在成功时更需要谦卑 。愿意放下自己的欲望，才能真正从“利他”的角度出发。稻盛和夫用他的真心实修来引导我们开悟！
1	好！！当时看到有人评价说什么骚扰电话多，我还心有余悸呢， 结果好的不得了吗 哪里有电话？ 我们自己人打电话，总台还会仔细核对身份呢 而且房间也好 服务也非常的好 真的是徐州最号的酒店！
1	我不懂电脑,不过朋友都说性格比好!而且外观不错,比较轻便.键盘比较接近台式的,用着舒服!从广州发货到广西,第四天就送到手了,蛮快的!
0	在南方周末上看到“眼泪是检验文学的唯一标准”一文，我得承认，当时小资了，作者写得煽情，瞧那题目。书到手后，翻而阅之，故事是小说、电影、电视中的常见套路，文革背景下的生死恋、血疑，情节甚至更为简单，可能的区别只是悲剧的死亡者是个男同胞——老三。鄙视本书封底推荐语的一系列大小名人。好在随后看了一本颇为有趣的职场小说杜拉拉升职记，使得这生活才像生活。
0	我在国庆前住了6楼的一间朝街的房间，特别吵。晚上很晚的时候，外面还是大卡车开来开去。早上天还没亮，就是卡车的声音。也许不朝街的房间会好点。还有就是卫生间特别小，小得只能容一个人转身。 酒店不提供一次性的香皂，我是跟他们要才给的，还好，免费。卫生状况一般，将就吧。
1	Vista系统还是感觉不好用，换XP非常麻烦，对电脑不是很了解的推荐不要自己安装，本人研究了半天才终于换成XP，非常有成就感。
1	性价比不错的酒店,交通也很方便,值得一提是,宾馆斜对面走不多远就是海鲜一条街,很便宜,很实惠,下次去深圳还住广深.
1	这本书是同事卖给她女儿看而推荐给我的。结果，我的女儿一拿到书就爱不释手（女儿有2岁7个月），并要我一边讲给她听，一边要像故事中蜡笔一样画画。每天下班回来，女儿第一件事就是要求我和她画画，女儿在边听边画中学会了辨别不同的事物颜色，对颜色的名称也记得很熟练。我也利用这本书的内容引导女儿认识其他事物的颜色，她的兴趣也很浓。这本书值得购买！
1	性价比确实还可以。赶超神舟 同样的价格，神舟的配置都比不上这个。 16：9的屏幕看宽屏电影比较爽。
1	我曾在书店买过同样的书，就因为它实用，孩子喜欢，所以就买本送朋友了。本系列书都非常的不错，其中包括排版、画面以及配套的动漫VCD，都非常适合2到6岁的孩子学与看。我们家宝宝不到两岁就开始学了，短短二个月时间，里面38首儿歌，基本都能背诵。同时她也痴迷配套的动漫，想买类似书的朋友们，推荐此本，同时系列的《背唐诗》《英文歌曲》等也很不错呢！
1	房间整洁，有电脑可以打游戏和上网:-) 空调声音有点大，此外一切都好。室内所有收费项目上面都有价签，很公道! 我的手机充电器插头制式不一样，房间服务先后送来充电器和装换器，很有效率。 自助早餐也不错的。就是临近苏锡路老城区，周边有点乱。
0	我于2008，01，15入住，房间消毒水味很浓，很冷，开了空调，盖两张床的被子还是没点暖意，其他设施皆破旧，绝不会再入住！甚至于因为这间房差点都不想再用携程的订房服务。
0	VISTA系统用起来不熟练； 对比了一下，2G的内存运行VISTA系统还是比较快的。
1	据说是青岛最贵的酒店之一，房间很温馨，但卫生间感觉好像有些旧。其他都还好。
0	作为一家准四星，居然不能使用信用卡，各位要注意带足money。酒店园内有拉萨著名的纵横夜总会，夜夜笙歌，声音极大，不到一二点不会歇，打到大堂副理也无能为力，因为不属于酒店管，8月21日入住一夜后第二天赶快逃跑。这样的地方居然标间敢收520？！其实，拉萨有很多性价比很高的酒店，建议携程多考察。
1	房间内设施还不错,不过浴室的淋浴喷头不好用,水量不可调节,出水较散,有些不象四星级的标准.周边环境尤其是酒店后边环境不太好,大堂也太小了吧.
0	我买了只过了一天，另一款类似配置，但更高的型号竟然降价后的价格比这款便宜好多。买亏了！！！
0	1、价格昂贵，几乎可买同款水货两台，但商务本要的是保障和服务，认了 2、透过软件检测到屏幕的生产日期竟是是 2007.01（同时买的 HT1 则是今年 4 月），且在白背景下屏幕下方偏黄可见，无语
0	书本质量不错，但是感觉布局不是很合理，打开后感觉很乱，密密麻麻的，孩子也不喜欢它。
1	每次都住这里！ 尤其是餐厅，让人流连忘返：）
1	这个机器在同等品牌同等价位的情况下配置和性价比都是很高的。尤其是显卡。还有原装的包和鼠标送~很意外~
1	电池耐用，看网页偶尔听下音乐能用3小时15分钟。显示效果好,很白很透亮。用两天我不敢去测显示屏。很怕是三星屏。以前本本就是三星垃圾屏。搞得我视力下降有伤健康，今天觉得是时候来评论了。只有去检测,刚才用EVEREST测试。居然是LG Philips LP140WH1-TLA1 但是有一个色点。在中下方，不是很明显。总觉得像美眉脸上有颗痣。但心中窃喜！我宁愿有一个个色点的LG屏，也不要三星伤眼屏
1	E5400质量不错不会装系统的朋友,一定要注意,linux不好弄,尽量买一个带windows
0	京东的发货员是不是几个月没休息了，为朋友买的东西，收货地址是潍坊诸城，他居然发到我这里，而且写的是：中国海洋大学（诸城市 ）。
0	服务态度实在是太差了,尤其是楼层的服务员,全是大婶,态度非常的恶劣!洗手间一洗澡全是水,洗脸盆的流水速度真的是慢的考验人的耐心.这个酒店整体而已比较差.服务和设施都不值那个价钱.晚上火车很吵. 宾馆反馈 2006年12月13日 ： 非常感谢您对我们的直言批评，酒店方对您的意见非常重视，并专门就您所提出的意见召开了一次现场会议，并决定酒店即日起将开始进行一次全面的服务意识的全员培训。关于洗手间排水地漏的改造工作也同时展开，另外酒店的隔音改造工程也将同步完成。对于酒店给您的入住带来的不快，酒店表示再次的道歉。我们将进一步地加快产品完善，切实提高服务质量。希望您能再次光临我们酒店。
0	姑且不说张爱玲本人写的这篇小说怎么样，现在就《色，戒》这本书的情况说一下自己的看法。此书封面设计还凑合，但当打开书的时候才发现只是最后的一篇几页纸的部分才是真正的小说“色，戒”，一下子给人一种上当受骗的感觉。而做这本书的公司的成功之处就在于这本说做了一个塑封，让读者在买之前根本看不到里面到底什么内容，买了之后大失所望。正赶上《色，戒》这部电影的热映，也带着这本书卖起来。因此，这本书从操作发行出版方面来讲是不能称其为“书”的，只能算做一个比较成功的商品。
1	画面画的很不错，比例很准确，故事也很不错，有在我们中国不大和孩子说的离婚，去世的问题，但是一点不沉重。也有一些知识，比如麦子的问题，真的很好。孩子很喜欢，我是2，3天拿出一本新的给他（怕他看见一堆新书，花心）他会很期待，“妈妈，明天可以拿新的汤姆给我了”我从来没有看到他如此喜欢一本书，虽然估计是面向4岁的孩子的读物，可是宝宝6岁多了，一样很喜欢。我在考虑购买第一套。
0	一本一本慢慢的看，原以来书的封面有问题而已，最后发现书内容装订都有问题。希望以后不要收到类似这样的书了，害得我都不想在这儿购买，唉！刚刚又订了一些书，希望不要再会出现这些问题。。
1	1、配置强大，基本算是顶级配置了。 2、做工精良，工艺不错。 3、屏幕、显卡和内存都是用的最新一代的技术。 4、小音箱效果很好
1	房間比較舊,但服務不錯. 值得一提是西餐廳. 食物方面,個人認為在城區可以排在首位!
1	房间很大，而且直接面对长江，景色很漂亮，不过附近好象吃饭地方少了点。
1	性价比好。键盘手感挺好、配置也可以、价格再加上送的东西都还是不错的。
0	文章中类似口语叙述，列举的例子太短而且没有说服力，像是在为了证明自己的观点在捏造事实一样。
0	屏幕的边框再窄一点，平方尺寸再小一点就好了。无光驱，装光盘类软件比较麻烦。
